order_line_id,order_id,order_date,customer_id,product_id,location_id,payment_id,quantity,discount_amount
OL0420,O0210,2026-08-30,C023,P012,L004,PM005,3,1000
OL0421,O0211,2026-08-24,C090,P023,L001,PM003,5,500
OL0422,O0211,2026-08-05,C073,P013,L008,PM005,3,0
OL0423,O0212,2026-08-16,C005,P006,L001,PM002,5,0
OL0424,O0212,2026-08-01,C068,P031,L001,PM003,5,0
OL0425,O0213,2026-08-26,C017,P022,L003,PM003,1,0
OL0426,O0213,2026-08-05,C076,P046,L003,PM001,5,1000
OL0427,O0214,2026-08-12,C010,P024,L007,PM005,1,0
OL0428,O0214,2026-08-10,C042,P009,L003,PM004,4,750
OL0429,O0215,2026-08-11,C023,P046,L006,PM002,5,1000
OL0430,O0215,2026-08-06,C049,P020,L005,PM002,2,750
OL0431,O0216,2026-08-01,C090,P037,L007,PM005,1,0
OL0432,O0216,2026-08-20,C041,P040,L004,PM005,1,250
OL0433,O0217,2026-08-05,C043,P048,L002,PM002,3,0
OL0434,O0217,2026-08-06,C082,P006,L006,PM004,1,0
OL0435,O0218,2026-08-07,C032,P045,L002,PM003,3,1000
OL0436,O0218,2026-08-04,C093,P001,L001,PM004,4,750
OL0437,O0219,2026-08-14,C022,P027,L008,PM004,3,500
OL0438,O0219,2026-08-13,C013,P031,L004,PM002,4,0
OL0439,O0220,2026-08-26,C005,P019,L001,PM003,3,0
OL0440,O0220,2026-08-03,C044,P011,L007,PM002,1,500
OL0441,O0221,2026-08-31,C012,P022,L008,PM001,4,750
OL0442,O0221,2026-08-06,C078,P028,L003,PM001,1,0
OL0443,O0222,2026-08-07,C025,P027,L005,PM003,3,0
OL0444,O0222,2026-08-04,C007,P026,L008,PM002,1,0
OL0445,O0223,2026-08-01,C055,P006,L005,PM005,4,0
OL0446,O0223,2026-08-04,C004,P014,L003,PM003,1,250
OL0447,O0224,2026-08-28,C015,P020,L007,PM004,4,750
OL0448,O0224,2026-08-09,C012,P042,L007,PM002,3,250
OL0449,O0225,2026-08-12,C024,P029,L001,PM003,4,250
OL0450,O0225,2026-08-09,C029,P018,L001,PM002,1,0
OL0451,O0226,2026-08-22,C045,P035,L007,PM005,2,500
OL0452,O0226,2026-08-02,C050,P034,L007,PM005,4,500
OL0453,O0227,2026-08-29,C031,P031,L005,PM001,4,1000
OL0454,O0227,2026-08-23,C005,P033,L003,PM001,4,0
OL0455,O0228,2026-08-31,C022,P014,L004,PM002,1,250
OL0456,O0228,2026-08-03,C088,P028,L004,PM002,5,0
OL0457,O0229,2026-08-11,C094,P005,L002,PM004,5,250
OL0458,O0229,2026-08-18,C042,P018,L008,PM001,5,500
OL0459,O0230,2026-08-17,C054,P008,L007,PM002,2,500
OL0460,O0230,2026-08-19,C075,P007,L002,PM005,1,1000
OL0461,O0231,2026-08-10,C069,P023,L007,PM003,4,750
OL0462,O0231,2026-08-16,C074,P039,L008,PM001,2,0
OL0463,O0232,2026-08-13,C019,P040,L007,PM001,4,0
OL0464,O0232,2026-08-23,C031,P004,L008,PM003,3,0
OL0465,O0233,2026-08-11,C039,P020,L005,PM004,1,1000
OL0466,O0233,2026-08-08,C018,P020,L008,PM003,3,750
OL0467,O0234,2026-08-14,C078,P042,L002,PM002,4,0
OL0468,O0234,2026-08-30,C053,P048,L008,PM005,3,1000
OL0469,O0235,2026-08-02,C066,P011,L002,PM003,5,250
OL0470,O0235,2026-08-05,C100,P034,L001,PM002,2,1000
OL0471,O0236,2026-08-07,C008,P016,L001,PM004,1,0
OL0472,O0236,2026-08-23,C026,P018,L006,PM004,5,250
OL0473,O0237,2026-08-21,C016,P044,L001,PM002,3,250
OL0474,O0237,2026-08-20,C058,P012,L008,PM005,5,0
OL0475,O0238,2026-08-12,C021,P017,L002,PM003,1,250
OL0476,O0238,2026-08-02,C021,P037,L004,PM002,2,750
OL0477,O0239,2026-08-07,C035,P042,L007,PM005,1,1000
OL0478,O0239,2026-08-25,C099,P044,L001,PM004,2,750
OL0479,O0240,2026-08-06,C077,P001,L004,PM003,5,1000
OL0480,O0240,2026-08-31,C040,P046,L005,PM004,4,1000
OL0481,O0241,2026-08-12,C059,P017,L004,PM004,3,750
OL0482,O0241,2026-08-17,C080,P026,L002,PM001,5,750
OL0483,O0242,2026-08-31,C048,P036,L005,PM003,1,250
OL0484,O0242,2026-08-03,C044,P018,L006,PM003,3,750
OL0485,O0243,2026-08-23,C084,P020,L004,PM002,5,1000
OL0486,O0243,2026-08-08,C008,P039,L007,PM003,2,750
OL0487,O0244,2026-08-01,C084,P032,L005,PM003,4,250
OL0488,O0244,2026-08-13,C095,P003,L004,PM003,2,750
OL0489,O0245,2026-08-18,C082,P031,L006,PM005,3,1000
OL0490,O0245,2026-08-06,C085,P036,L003,PM003,1,250
OL0491,O0246,2026-08-05,C095,P017,L003,PM003,1,0
OL0492,O0246,2026-08-12,C029,P048,L005,PM004,3,0
OL0493,O0247,2026-08-09,C075,P019,L008,PM001,4,0
OL0494,O0247,2026-08-28,C082,P038,L002,PM004,2,500
OL0495,O0248,2026-08-04,C088,P025,L005,PM004,1,1000
OL0496,O0248,2026-08-28,C020,P009,L004,PM003,4,500
OL0497,O0249,2026-08-29,C059,P010,L006,PM002,1,250
OL0498,O0249,2026-08-11,C081,P012,L006,PM001,1,250
OL0499,O0250,2026-08-09,C027,P011,L003,PM004,1,0
OL0500,O0250,2026-08-20,C056,P041,L007,PM004,4,250
OL0501,O0251,2026-08-13,C001,P003,L004,PM003,1,0
OL0502,O0251,2026-08-25,C068,P013,L001,PM001,2,0
OL0503,O0252,2026-08-23,C045,P020,L003,PM001,4,500
OL0504,O0252,2026-08-19,C040,P011,L002,PM001,3,0
OL0505,O0253,2026-08-15,C094,P034,L006,PM004,2,0
OL0506,O0253,2026-08-29,C063,P023,L004,PM002,4,0
OL0507,O0254,2026-08-08,C029,P047,L003,PM002,1,500
OL0508,O0254,2026-08-17,C022,P008,L006,PM001,4,750
OL0509,O0255,2026-08-09,C099,P035,L001,PM005,1,750
OL0510,O0255,2026-08-04,C084,P002,L001,PM001,4,250
OL0511,O0256,2026-08-13,C016,P036,L005,PM004,2,0
OL0512,O0256,2026-08-23,C088,P041,L001,PM003,4,750
OL0513,O0257,2026-08-04,C085,P034,L005,PM005,5,750
OL0514,O0257,2026-08-05,C054,P007,L002,PM003,1,1000
OL0515,O0258,2026-08-04,C064,P013,L004,PM003,5,0
OL0516,O0258,2026-08-12,C091,P027,L005,PM002,1,500
OL0517,O0259,2026-08-16,C027,P045,L008,PM003,2,0
OL0518,O0259,2026-08-01,C086,P006,L002,PM005,4,0
OL0519,O0260,2026-08-31,C012,P033,L002,PM001,3,750
OL0520,O0260,2026-08-08,C059,P019,L005,PM004,1,0
OL0521,O0261,2026-08-27,C023,P003,L005,PM003,3,250
OL0522,O0261,2026-08-24,C015,P007,L001,PM001,2,750
OL0523,O0262,2026-08-21,C022,P022,L006,PM004,5,0
OL0524,O0262,2026-08-29,C094,P006,L006,PM003,2,0
OL0525,O0263,2026-08-13,C052,P030,L005,PM004,4,1000
OL0526,O0263,2026-08-14,C084,P011,L002,PM002,1,1000
OL0527,O0264,2026-08-06,C014,P027,L008,PM005,4,0
OL0528,O0264,2026-08-20,C049,P023,L001,PM002,4,250
OL0529,O0265,2026-08-04,C053,P029,L001,PM001,3,750
OL0530,O0265,2026-08-11,C002,P046,L004,PM003,5,500
OL0531,O0266,2026-08-23,C090,P040,L002,PM004,2,250
OL0532,O0266,2026-08-12,C085,P044,L007,PM002,5,500
OL0533,O0267,2026-08-02,C002,P042,L003,PM005,4,1000
OL0534,O0267,2026-08-16,C022,P005,L008,PM003,2,0
OL0535,O0268,2026-08-09,C007,P033,L004,PM005,4,250
OL0536,O0268,2026-08-27,C031,P006,L008,PM004,5,250
OL0537,O0269,2026-08-03,C064,P029,L006,PM001,4,750
OL0538,O0269,2026-08-21,C003,P007,L007,PM004,1,500
OL0539,O0270,2026-08-18,C001,P006,L005,PM005,5,0
OL0540,O0270,2026-08-21,C086,P030,L006,PM003,1,1000
OL0541,O0271,2026-08-08,C059,P022,L008,PM003,4,0
OL0542,O0271,2026-08-04,C098,P043,L004,PM001,3,0
OL0543,O0272,2026-08-27,C082,P019,L006,PM001,1,0
OL0544,O0272,2026-08-16,C018,P046,L007,PM001,3,500
OL0545,O0273,2026-08-07,C025,P008,L007,PM002,4,1000
OL0546,O0273,2026-08-26,C025,P046,L006,PM001,4,0
OL0547,O0274,2026-08-30,C082,P044,L002,PM004,4,750
OL0548,O0274,2026-08-19,C065,P009,L008,PM001,5,750
OL0549,O0275,2026-08-02,C071,P028,L008,PM005,2,750
OL0550,O0275,2026-08-19,C023,P047,L003,PM001,4,750
OL0551,O0276,2026-08-20,C078,P021,L007,PM004,5,750
OL0552,O0276,2026-08-25,C032,P018,L007,PM003,3,250
OL0553,O0277,2026-08-26,C018,P009,L007,PM005,5,0
OL0554,O0277,2026-08-27,C090,P036,L006,PM005,2,0
OL0555,O0278,2026-08-07,C080,P046,L005,PM003,2,750
OL0556,O0278,2026-08-21,C023,P033,L006,PM001,3,500
OL0557,O0279,2026-08-16,C075,P037,L007,PM005,3,1000
OL0558,O0279,2026-08-14,C002,P034,L002,PM001,4,0
OL0559,O0280,2026-08-02,C086,P004,L004,PM003,2,0
OL0560,O0280,2026-08-22,C033,P010,L001,PM003,2,1000
OL0561,O0281,2026-08-18,C005,P023,L008,PM001,5,1000
OL0562,O0281,2026-08-22,C095,P036,L004,PM005,4,0
OL0563,O0282,2026-08-17,C090,P019,L001,PM004,4,250
OL0564,O0282,2026-08-31,C088,P021,L001,PM001,3,0
OL0565,O0283,2026-08-20,C100,P029,L004,PM003,5,500
OL0566,O0283,2026-08-24,C078,P013,L004,PM003,4,0
OL0567,O0284,2026-08-22,C010,P012,L003,PM005,1,250
OL0568,O0284,2026-08-02,C055,P018,L005,PM002,2,500
OL0569,O0285,2026-08-28,C033,P001,L006,PM004,2,0
OL0570,O0285,2026-08-05,C042,P039,L001,PM005,3,250
OL0571,O0286,2026-08-26,C074,P036,L006,PM001,3,500
OL0572,O0286,2026-08-08,C024,P034,L002,PM005,2,250
OL0573,O0287,2026-08-18,C069,P026,L002,PM003,2,0
OL0574,O0287,2026-08-22,C043,P022,L006,PM003,2,1000
OL0575,O0288,2026-08-20,C068,P031,L001,PM001,3,250
OL0576,O0288,2026-08-08,C083,P040,L004,PM001,3,250
OL0577,O0289,2026-08-30,C015,P025,L005,PM005,3,0
OL0578,O0289,2026-08-30,C067,P024,L008,PM004,1,0
OL0579,O0290,2026-08-29,C084,P013,L006,PM005,1,0
OL0580,O0290,2026-08-06,C099,P035,L001,PM001,2,750
OL0581,O0291,2026-08-21,C100,P014,L007,PM001,2,500
OL0582,O0291,2026-08-27,C090,P048,L007,PM001,2,0
OL0583,O0292,2026-08-15,C092,P022,L001,PM001,1,0
OL0584,O0292,2026-08-06,C033,P036,L002,PM005,2,0
OL0585,O0293,2026-08-14,C050,P029,L007,PM004,3,0
OL0586,O0293,2026-08-13,C087,P008,L001,PM005,1,1000
OL0587,O0294,2026-08-24,C075,P003,L002,PM003,5,0
OL0588,O0294,2026-08-10,C088,P020,L002,PM003,4,250
OL0589,O0295,2026-08-13,C085,P002,L008,PM002,5,0
OL0590,O0295,2026-08-05,C096,P026,L005,PM002,3,750
OL0591,O0296,2026-08-29,C094,P042,L006,PM001,5,1000
OL0592,O0296,2026-08-18,C019,P008,L001,PM001,5,500
OL0593,O0297,2026-08-13,C069,P036,L002,PM003,2,750
OL0594,O0297,2026-08-24,C093,P023,L004,PM004,5,0
OL0595,O0298,2026-08-06,C024,P015,L005,PM002,1,0
OL0596,O0298,2026-08-22,C073,P004,L008,PM005,1,0
OL0597,O0299,2026-08-22,C009,P017,L002,PM002,5,250
OL0598,O0299,2026-08-31,C043,P023,L003,PM002,1,0
OL0599,O0300,2026-08-20,C009,P013,L006,PM004,4,0
OL0600,O0300,2026-08-20,C085,P020,L003,PM005,5,0
OL0601,O0301,2026-08-26,C041,P028,L003,PM001,3,0
OL0602,O0301,2026-08-26,C029,P046,L007,PM003,3,0
OL0603,O0302,2026-08-22,C094,P022,L008,PM004,4,0
OL0604,O0302,2026-08-25,C040,P032,L002,PM002,5,0
OL0605,O0303,2026-08-27,C036,P009,L004,PM003,1,750
OL0606,O0303,2026-08-03,C003,P033,L001,PM005,5,250
OL0607,O0304,2026-08-25,C076,P014,L001,PM005,3,500
OL0608,O0304,2026-08-29,C070,P031,L003,PM003,4,0
OL0609,O0305,2026-08-29,C099,P038,L005,PM002,4,500
OL0610,O0305,2026-08-17,C012,P026,L006,PM005,1,750
OL0611,O0306,2026-08-08,C079,P044,L003,PM005,2,250
OL0612,O0306,2026-08-06,C023,P037,L003,PM004,3,0
OL0613,O0307,2026-08-08,C098,P032,L004,PM001,3,0
OL0614,O0307,2026-08-08,C006,P043,L004,PM005,3,250
OL0615,O0308,2026-08-16,C059,P003,L001,PM003,1,750
OL0616,O0308,2026-08-31,C067,P041,L005,PM003,5,500
OL0617,O0309,2026-08-19,C023,P025,L007,PM003,5,750
OL0618,O0309,2026-08-29,C010,P034,L005,PM004,2,500
OL0619,O0310,2026-08-13,C046,P023,L008,PM004,5,0
OL0620,O0310,2026-08-17,C018,P029,L003,PM002,1,500
OL0621,O0311,2026-08-21,C036,P014,L003,PM002,2,0
OL0622,O0311,2026-08-20,C092,P008,L004,PM004,3,750
OL0623,O0312,2026-08-04,C062,P044,L008,PM004,2,500
OL0624,O0312,2026-08-06,C083,P027,L001,PM002,1,0
OL0625,O0313,2026-08-19,C076,P011,L003,PM005,1,500
OL0626,O0313,2026-08-05,C008,P011,L005,PM002,5,250
OL0627,O0314,2026-08-20,C073,P041,L001,PM003,1,0
OL0628,O0314,2026-08-15,C078,P031,L008,PM002,2,1000
OL0629,O0315,2026-08-14,C077,P010,L003,PM005,5,0
OL0630,O0315,2026-08-06,C093,P044,L006,PM004,5,500
OL0631,O0316,2026-08-03,C030,P025,L007,PM002,1,0
OL0632,O0316,2026-08-07,C067,P033,L007,PM002,5,0
OL0633,O0317,2026-08-06,C061,P040,L001,PM005,5,1000
OL0634,O0317,2026-08-04,C012,P031,L003,PM005,5,1000
OL0635,O0318,2026-08-01,C100,P044,L007,PM005,4,0
OL0636,O0318,2026-08-28,C006,P045,L007,PM002,4,1000
OL0637,O0319,2026-08-25,C049,P023,L002,PM004,2,0
OL0638,O0319,2026-08-16,C099,P015,L002,PM003,5,500
OL0639,O0320,2026-08-14,C033,P013,L001,PM001,5,500
OL0640,O0320,2026-08-04,C067,P001,L007,PM002,3,250
OL0641,O0321,2026-08-12,C014,P010,L007,PM005,3,0
OL0642,O0321,2026-08-28,C069,P028,L006,PM005,3,750
OL0643,O0322,2026-08-13,C097,P014,L007,PM005,5,250
OL0644,O0322,2026-08-06,C048,P036,L008,PM003,3,500
OL0645,O0323,2026-08-12,C100,P046,L007,PM002,1,750
OL0646,O0323,2026-08-08,C058,P045,L003,PM001,2,500
OL0647,O0324,2026-08-13,C044,P036,L001,PM002,4,750
OL0648,O0324,2026-08-01,C012,P010,L008,PM005,4,0
OL0649,O0325,2026-08-03,C034,P015,L006,PM001,5,0
OL0650,O0325,2026-08-24,C050,P026,L005,PM005,1,1000
OL0651,O0326,2026-08-27,C023,P041,L008,PM004,1,0
OL0652,O0326,2026-08-28,C085,P034,L005,PM002,1,1000
OL0653,O0327,2026-08-20,C066,P034,L004,PM005,2,750
OL0654,O0327,2026-08-02,C047,P016,L001,PM002,1,0
OL0655,O0328,2026-08-25,C052,P023,L007,PM004,5,0
OL0656,O0328,2026-08-17,C002,P048,L002,PM001,5,0
OL0657,O0329,2026-08-24,C072,P038,L006,PM003,3,0
OL0658,O0329,2026-08-20,C025,P030,L007,PM005,1,0
OL0659,O0330,2026-08-06,C053,P033,L002,PM005,1,500
OL0660,O0330,2026-08-10,C044,P008,L005,PM005,5,0
OL0661,O0331,2026-08-23,C057,P025,L008,PM002,3,1000
OL0662,O0331,2026-08-15,C088,P030,L001,PM004,1,0
OL0663,O0332,2026-08-03,C049,P041,L004,PM002,3,250
OL0664,O0332,2026-08-31,C046,P034,L001,PM003,2,0
OL0665,O0333,2026-08-03,C052,P044,L006,PM001,5,0
OL0666,O0333,2026-08-16,C041,P023,L004,PM005,3,0
OL0667,O0334,2026-08-31,C096,P044,L004,PM004,2,0
OL0668,O0334,2026-08-24,C031,P017,L004,PM002,2,1000
OL0669,O0335,2026-08-08,C080,P023,L003,PM001,1,0
OL0670,O0335,2026-08-22,C085,P032,L001,PM005,1,1000
OL0671,O0336,2026-08-16,C048,P040,L006,PM004,5,1000
OL0672,O0336,2026-08-09,C063,P012,L005,PM004,2,1000
OL0673,O0337,2026-08-19,C017,P004,L007,PM004,5,0
OL0674,O0337,2026-08-17,C045,P026,L003,PM004,1,750
OL0675,O0338,2026-08-17,C059,P021,L001,PM001,2,250
OL0676,O0338,2026-08-19,C013,P021,L006,PM005,3,0
OL0677,O0339,2026-08-18,C034,P016,L005,PM004,5,0
OL0678,O0339,2026-08-12,C024,P032,L007,PM002,4,750
OL0679,O0340,2026-08-25,C048,P024,L007,PM003,4,0
OL0680,O0340,2026-08-19,C017,P037,L004,PM001,3,1000
OL0681,O0341,2026-08-08,C072,P028,L007,PM002,2,1000
OL0682,O0341,2026-08-31,C095,P010,L008,PM001,2,250
OL0683,O0342,2026-08-16,C018,P041,L006,PM004,3,0
OL0684,O0342,2026-08-18,C073,P004,L007,PM001,2,0
OL0685,O0343,2026-08-07,C033,P031,L002,PM004,3,0
OL0686,O0343,2026-08-12,C047,P036,L005,PM003,1,250
OL0687,O0344,2026-08-04,C045,P044,L004,PM005,5,750
OL0688,O0344,2026-08-21,C069,P012,L005,PM003,3,750
OL0689,O0345,2026-08-17,C063,P048,L008,PM001,4,500
OL0690,O0345,2026-08-10,C060,P041,L003,PM002,3,250
OL0691,O0346,2026-08-21,C079,P037,L007,PM001,1,0
OL0692,O0346,2026-08-11,C030,P021,L006,PM003,3,500
OL0693,O0347,2026-08-21,C051,P018,L008,PM003,5,500
OL0694,O0347,2026-08-31,C058,P027,L003,PM002,1,0
OL0695,O0348,2026-08-24,C031,P043,L005,PM001,2,0
OL0696,O0348,2026-08-13,C014,P007,L002,PM004,5,0
OL0697,O0349,2026-08-01,C099,P026,L002,PM001,3,500
OL0698,O0349,2026-08-05,C011,P042,L007,PM003,2,0
OL0699,O0350,2026-08-24,C037,P029,L003,PM002,5,1000
OL0700,O0350,2026-08-06,C004,P003,L006,PM003,4,250
